word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word.1,phonology,phonlength,AoA,subtlexzipf,conc,cat,AoA_obj,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,18-260,word,5,age,source,effect,ids.code,ids.code2,1,modern.english,middle.english,old.english,old.english.length
flour,1,1660,1660,340,340,flour,fl6@R,5,6.89,4.39,4.97,Noun,2,French,fleur (de farine),3.5,3.12E-17,17,5-550,flour,1,1660,French contact,Insertion,5-550,5-550,1,meal,mele,melu,4
hut,1,1658,1658,342,342,hut,hVt,3,8.1,3.82,4.65,Noun,2,French,hutte,3.5,0.13454128,5,7-130,hut,1,1658,French contact,No information,7-130,7-130,1,hut,cot-e,cot(e),4
turtle,1,1657,1657,343,343,turtle,t3tP,4,4.17,3.64,5,Noun,2,French,tortue,3.5,0.028830274,6,3-980,turtle,1,1657,French contact,Insertion,3-980,3-980,1,turtle,tortu,,
soup,1,1653,1653,347,347,soup,sup,3,5.37,4.41,4.72,Noun,2,French,soupe,3.5,0.13454128,5,5-640,soup,1,1653,French contact,Coexistence,5-640,5-640,1,soup,broth,broÎ¸,4
pumpkin,1,1647,1647,353,353,pumpkin,pVmpkIn,7,4.78,3.79,4.9,Noun,2,French,pompion,3.5,0.009610091,7,8-931,pumpkin,1,1647,French contact,,8-931,8-931,1,pumpkin,peponis,,
electricity,1,1646,1646,354,354,electricity,IlEktrIs@tI,11,6.6,4.44,3.9,Noun,2,Late Latin,Ä“lectricus,4.833333333,0.000775176,10,23-170,electricity,1,1646,Latin contact,Insertion,,,,,,,
squash,1,1643,1643,357,357,squash,skwQS,5,6.94,3.92,4.7,Noun,2,Narragansett,asquutasquash,4.27027027,6.68E-05,13,8-931,squash,1,1643,Native East Coast North American contact,Insertion,8-931,8-931,1,pumpkin,peponis,,
dress,1,1638,1638,362,362,dress,drEs,4,4.05,4.85,4.93,Noun,2,French,dresser,3.5,0.009610091,7,6-420,dress,1,1638,French contact,Coexistence,6-420,6-420,1,woman's dress,robe,wifscruÌ„d,8
expensive,1,1634,1634,366,366,expensive,IkspEnsIv,9,6.33,4.79,3.13,Adjective,4,Late Latin,*expensÄ«vus,4.833333333,6.16E-05,11,11-880,expensive,1,1634,Latin contact,Coexistence,11-880,11-880,1,dear,dere,deÌ„ore,5
sculptor,1,1634,1634,366,366,sculptor,skVlpt@R,8,9.84,3.51,4.09,Noun,6,Latin,sculptor,4.833333333,0.030654068,8,9-820,sculptor,1,1634,Latin contact,No information,9-820,9-820,1,sculptor,graver-e,grafere (?),7
address,1,1633,1633,367,367,address,@drEs,5,5.15,4.69,3.89,Noun,2,French,adresse,3.5,0.009610091,7,23-385,address,1,1633,French contact,Insertion,,,,,,,
copulate,1,1632,1632,368,368,copulate,kQpjUl1t,8,13,1.84,3.13,Verb,12,Latin,copulÄÅre,4.833333333,0.030654068,8,4-670,copulate,1,1632,Latin contact,Coexistence,4-670,4-670,1,have sexual intercourse,swiven,hÃ_Ì„man,5
coyote,1,1628,1628,372,372,coyote,k45tI,5,6.68,2.87,4.96,Noun,4,Spanish,coyote,8.051282051,0.167980481,6,3-862,coyote,1,1628,Spanish contact,Insertion,,,,,,,
molar,1,1626,1626,374,374,molar,m5l@R,5,8.12,2.46,4.83,Noun,6,Latin,molaris,4.833333333,0.046120554,7,4-272,molar,1,1626,Latin contact,Replacement,4-272,4-272,1,molar,molares,grinding toÌ„Î¸,11
goitre,1,1625,1625,375,375,goitre,g4t@R,5,#N/A,2.08,#N/A,Noun,NA,French,goÃ®tre,3.5,0.028830274,6,4-842,goitre,1,1625,French contact,Insertion,4-842,4-842,1,goiter,bocche,,
cockroach,1,1624,1624,376,376,cockroach,kQkr5J,6,6.25,3.07,4.96,Noun,6,Spanish,cucaracha,8.051282051,0.008399024,9,3-816,cockroach,1,1624,Spanish contact,Insertion,3-816,3-816,1,cockroach,chafer,,
ray,1,1624,1624,376,376,ray,r1,2,6.73,4.56,3.57,Noun,4,French,raie,3.5,0.269082561,4,3-664,ray,1,1624,French contact,,3-664,3-664,1,ray,reihe,reohha,6
paddy,1,1623,1623,377,377,paddy,p{dI,4,11.69,4.04,#N/A,Noun,8,Malay,padi,4.75,0.386363636,4,8-121,paddy,1,1623,Malay contact,Insertion,,,,,,,
liberate,1,1623,1623,377,377,liberate,lIb@r1t,7,11.75,3.05,2.29,Verb,8,Latin,liberÄÅre,4.833333333,0.030654068,8,19-445,liberate,1,1623,Latin contact,Coexistence,,,,,,,
surprised,1,1620,1620,380,380,surprised,s@pr2zd,7,6.63,4.84,2.5,Adjective,NA,French,surpris,3.5,0.009610091,7,16-150,surprised,1,1620,French contact,Coexistence,16-150,16-150,1,surprised,wondred,aÌ„blycge(n)de,10
cultivate,1,1620,1655,380,345,cultivate,kVltIv1t,8,12.39,2.89,3.14,Verb,6,Latin,cultivÄÅre,4.833333333,0.023060277,9,8-150,cultivate,1,1620-1655,French contact,Coexistence,8-150,8-150,1,cultivate,tillen,begaÌ„n,5
moose,1,1614,1614,386,386,moose,mus,3,5.22,3.35,4.97,Noun,2,Eastern Abenaki,mos,6.086956522,0.086956522,3,3-872,moose,1,1614,Native East Coast North American contact,Insertion,,,,,,,
coconut,1,1613,1613,387,387,coconut,k5k@nVt,7,6.5,4.08,4.79,Noun,2,Spanish,coco,8.051282051,0.344359985,4,8-820,coconut,1,1613,Spanish contact,Insertion,8-820,8-820,1,coconut,,,
lagoon,1,1612,1612,388,388,lagoon,l@gun,5,9.42,3.26,4.5,Noun,8,Spanish,laguna,8.051282051,0.167980481,6,1-341,lagoon,1,1612,French contact,Insertion,1-341,1-341,1,lagoon,,,
similar,1,1611,1611,389,389,similar,sImIl@R,7,7.33,4.81,2.46,Adjective,4,French,similaire,3.5,0.00050538,9,12-920,similar,1,1611,Latin contact,Coexistence,12-920,12-920,1,like,lik,(ge)liÌ„c,5
granddaughter,1,1611,1611,389,389,granddaughter,gr{nd$t@R,9,4.68,3.72,4.37,Noun,4,French,grand,3.5,0.13454128,5,2-490,granddaughter,1,1611,French contact,Replacement,2-490,2-490,1,granddaughter,nece,nefa,4
opossum,1,1610,1610,390,390,opossum,@pQs@m,6,8.76,2.14,4.93,Noun,2,Algonquian (Powhatan),opassom,4.05,0.256410256,7,3-622,opossum,1,1610,Native East Coast North American contact,Insertion,3-622,3-622,1,opossum,,,
raccoon,1,1609,1609,391,391,raccoon,r@kun,5,6.79,2.57,4.67,Noun,2,Algonquian (Powhatan),Ã¡rehkan,4.05,0.256410256,7,3-866,raccoon,1,1609,Native East Coast North American contact,Insertion,,,,,,,
jaguar,1,1604,1604,396,396,jaguar,_{gj9R,6,7.78,3.55,4.9,Noun,4,TupÃ_,jaguara,4.941176471,0.078947368,7,3-900,jaguar,1,1604,French contact,Insertion,,,,,,,
insect,1,1601,1601,399,399,insect,InsEkt,6,4.75,3.85,4.89,Noun,2,Latin,insectum,4.833333333,0.030654068,8,3-810,insect,1,1601,Latin contact,Insertion,3-810,3-810,1,insect,bugge,miÌ„te,4
centipede,1,1601,1601,399,399,centipede,sEntIpid,8,7.39,2.94,4.79,Verb,6,Latin,centipeda,4.833333333,0.023060277,9,3-814,centipede,1,1601,Latin contact,Insertion,3-814,3-814,1,centipede,,,
attack,1,1600,1600,400,400,attack,@t{k,4,6.58,4.9,3.71,Noun,4,French,attaquer,3.5,0.009610091,8,20-430,attack,1,1600,French contact,Replacement,20-430,20-430,1,attack,resen,onhreÌ„osan,9
zero,1,1600,1600,400,400,zero,z7r5,4,5.31,4.35,2.86,Number,4,Spanish,cero,8.051282051,0.344359985,4,13-000,zero,1,1600,Spanish contact,Insertion,13-000,13-0,1,zero,cifre,naÌ„n,3
banyan,1,1599,1599,401,401,banyan,b{nj{n,6,10.75,2.11,#N/A,Noun,14,Portuguese,banian,4.038461538,0.1,6,8-850,banyan,1,1599,Portuguese contact,Insertion,8-850,8-850,1,banyan,,,
farmer,1,1599,1599,401,401,farmer,f#m@R,5,4.74,4.35,4.54,Noun,2,French,fermier,3.5,0.009610091,7,8-110,farmer,1,1599,French contact,Insertion,8-110,8-110,1,farmer,hus-bond-man,(eorÎ¸)tilia,9
urinate,1,1599,1599,401,401,urinate,j9rIn1t,7,7.63,2.7,4.46,Verb,10,Latin,Å«rinÄÅre,4.833333333,0.046120554,7,4-650,urinate,1,1599,Latin contact,Coexistence,4-650,4-650,1,urinate,pissen,miÌ„gan,5
precipice,1,1598,1598,402,402,precipice,prEsIpIs,8,11.94,2.65,#N/A,Noun,14,French,precipice,3.5,0.00050538,9,1-222,precipice,1,1598,Latin contact,Coexistence,1-222,1-222,1,cliff,clif,clif,4
bamboo,1,1598,1598,402,402,bamboo,b{mbu,5,9.28,3.65,4.86,Noun,2,Dutch,bamboes,3.636363636,0.003531474,7,8-940,bamboo,1,1598,Dutch contact,Insertion,8-940,8-940,1,bamboo,cane,,
bomb,1,1598,1598,402,402,bomb,bQm,3,8,4.49,4.84,Noun,2,French,bombe,3.5,0.13454128,5,23-575,bomb,1,1598,French contact,Insertion,,,,,,,
netbag,1,1598,1598,402,402,netbag,nEtb{g,6,#N/A,#N/A,#N/A,Noun,NA,Old Norse,baggi,4.209302326,0.192299424,5,9-780,netbag,1,1598,Old Norse contact,Insertion,9-780,9-780,1,netbag,,,
tea,1,1598,1598,402,402,tea,ti,2,5.47,5.02,4.69,Noun,2,Dutch,thee,3.636363636,0.294364103,4,23-900,tea,1,1598,Dutch contact,Insertion,,,,,,,
coffee,1,1598,1598,402,402,coffee,kQfI,4,4.94,4.65,4.81,Noun,2,Dutch,koffie,3.636363636,0.045286785,6,23-910,coffee,1,1598,Dutch contact,Insertion,,,,,,,
plastic,1,1598,1598,402,402,plastic,pl{stIk,7,5.11,4.43,4.79,Noun,6,Italian,plastica,4.75,0.075,8,23-570,plastic,1,1598,Italian contact,Insertion,,,,,,,
intestines,1,1597,1597,403,403,intestines,IntEstInz,9,9.28,3.09,4.74,Noun,4,Latin,intestÄ«num,4.833333333,0.000751411,10,4-461,intestines,1,1597,Latin contact,Coexistence,4-461,4-461,1,intestines,gut,innefaren,9
return,1,1596,1596,404,404,return,rIt3n,5,5.61,4.91,2.97,Verb,2,French (Anglo-Norman),retourner,3.5,0.00050538,9,11-220,return,1,1596,Latin contact,Coexistence,11-220,11-220,1,give back,yeven ayen,aÌ„giefan,7
descendant,1,1594,1594,406,406,descendant,dIsEnd@nt,9,9.61,2.98,3.53,Noun,8,French,descendant,3.5,4.50E-05,10,2-570,descendant,1,1594,French contact,Coexistence,2-570,2-570,1,descendants,ofspring,ofspring,8
split,1,1590,1590,410,410,split,splIt,5,6.25,4.63,3.96,Verb,2,Dutch,splitten,3.636363636,0.000159253,8,9-270,split,1,1590,Dutch or Middle Low German contact,Coexistence,9-270,9-270,1,split,cleven,cleÌ„ofan,7
pipe,1,1588,1588,412,412,pipe,p2p,3,8.17,4.26,4.88,Noun,2,Late Latin,pÄ«pa,4.833333333,0.237895994,4,8-691,pipe,1,1588,Latin contact,Insertion,8-691,8-691,1,pipe,,,
buffalo,1,1588,1588,412,412,buffalo,bVf@l5,6,6.7,3.86,4.83,Noun,2,Portuguese,bÃºfalo,4.038461538,0.1,6,3-917,buffalo,1,1588,Portuguese contact,Insertion,,,,,,,
tobacco,1,1588,1588,412,412,tobacco,t@b{k5,6,7.39,3.82,4.88,Noun,2,Spanish,tabaco,8.051282051,0.167980481,6,8-680,tobacco,1,1588,Spanish contact,Insertion,8-680,8-680,1,tobacco,,,
yam,1,1588,1588,412,412,yam,j{m,3,8.34,2.99,4.93,Noun,8,Portuguese,inhame,4.038461538,0.1,6,8-912,yam,1,1588,Portuguese contact,Insertion,8-912,8-912,1,yam,,,
grandson,1,1586,1586,414,414,grandson,gr{nsVn,7,5.89,3.88,4.3,Noun,2,French,grand,3.5,0.13454128,5,2-480,grandson,1,1586,French contact,Replacement,2-480,2-480,1,grandson,sones sone,suna sunu,8
difficult,1,1585,1585,415,415,difficult,dIfIk@lt,8,5.85,5.4,2.21,Adjective,2,Latin,difficilis,4.833333333,0.000751411,10,17-470,difficult,1,1585,Latin contact,Replacement,17-470,17-470,1,difficult,difficult,earfoÎ¸e,7
injure,1,1583,1583,417,417,injure,In_@R,5,7.53,3.12,3.48,Verb,4,French,injurer,3.5,0.009610091,7,11-280,injure,1,1583,French contact,Coexistence,11-280,11-280,1,harm,harmen,hearmian,8
vegetables,1,1582,1582,418,418,vegetables,vE_t@bPz,8,4.17,4.4,4.89,Noun,NA,French,vÃ©gÃ©table,3.5,0.00050538,9,5-650,vegetables,1,1582,French contact,No information,5-650,5-650,1,vegetables,wortes,wyrte,5
omen,1,1582,1582,418,418,omen,5mEn,4,12.05,3.18,2.69,Noun,10,Latin,Åçmen,4.833333333,0.230602771,4,22-470,omen,1,1582,Latin contact,Replacement,22-470,22-470,1,omen,token,hÃ_Ì„l,3
falsity,1,1579,1579,421,421,falsity,f$ls@tI,7,12.07,1.47,#N/A,Adjective,8,French,falsete,3.5,0.009610091,7,16-680,falsity,1,1579,French contact,Coexistence,16-680,16-680,1,deceit,deceit-e,faÌ„cen,5
defecate,1,1579,1579,421,421,defecate,dEf@k1t,7,13.2,2.28,4.21,Verb,14,Latin,dÄ“faecÄÅre,4.833333333,0.023060277,9,4-660,defecate,1,1579,Latin contact,Coexistence,4-660,4-660,1,defecate,shiten,dyncge,6
penis,1,1578,1578,422,422,penis,pinIs,5,8.53,3.66,5,Noun,2,Latin,pÄ“nis,4.833333333,0.322843879,5,4-492,penis,1,1578,Latin contact,Coexistence,4-492,4-492,1,penis,pintel,teors,5
necklace,1,1577,1577,423,423,necklace,nEklIs,6,5,3.8,4.96,Noun,2,French (Anglo-Norman),laz,3.5,0.25947247,3,6-750,necklace,1,1577,French contact,Replacement,6-750,6-750,1,necklace,coler,(heals)myne,9
collect,1,1573,1573,427,427,collect,k@lEkt,6,5.61,4.48,3.34,Verb,2,Middle French,collecter,3.5,0.000505403,9,12-210,collect,1,1573,Latin contact,Coexistence,12-210,12-210,1,collect,gaderen,gaderian,8
mosquito,1,1572,1572,428,428,mosquito,m@skit5,7,6.1,3.29,4.88,Noun,4,Spanish,mosquito,8.051282051,0.033596096,8,3-832,mosquito,1,1572,Spanish contact,Insertion,3-832,3-832,1,mosquito,,,
cone,1,1570,1570,430,430,cone,k5n,3,4.67,3.67,4.86,Noun,2,Latin,conus,4.833333333,0.322843879,5,8-996,cone,1,1570,Latin contact,Insertion,,,,,,,
alligator,1,1568,1568,432,432,alligator,{lIg1t@R,8,4.78,3.21,4.96,Noun,2,Spanish,el lagarto,8.051282051,0.00051614,10,3-970,alligator,1,1568,Spanish contact,Insertion,3-970,3-970,1,crocodile,cocodril,,
tapir,1,1568,1568,432,432,tapir,t1p@R,5,11.23,3.07,#N/A,Noun,13,TupÃ_,tapyra,4.941176471,0.078947368,6,3-990,tapir,1,1568,French contact,Insertion,,,,,,,
bank,1,1567,1567,433,433,bank,b{Nk,4,6.44,5.28,4.78,Noun,2,French,banque,3.5,0.028830274,6,23-440,bank,1,1567,French contact,Insertion,,,,,,,
government,1,1566,1566,434,434,government,gVvHm@nt,8,8.5,5.76,2.88,Noun,2,French,gouvernement,3.5,1.09E-07,12,23-300,government,1,1566,French contact,Insertion,,,,,,,
prostitute,1,1563,1563,437,437,prostitute,prQstItjut,10,11.78,3.5,4.28,Noun,10,Latin,prÅçstitÅ«ta,4.833333333,0.000751411,10,19-720,prostitute,1,1563,Latin contact,Coexistence,19-720,19-720,1,prostitute,hor-e,myltestre,9
banana,1,1563,1563,437,437,banana,b@n#n@,6,3.78,4.21,5,Noun,2,Portuguese,banana,4.038461538,0.1,6,8-840,banana,1,1563,Spanish contact,Insertion,8-840,8-840,1,banana tree,,,
toucan,1,1558,1558,442,442,toucan,tuk@n,5,8.69,2.7,4.66,Noun,13,TupÃ_,tucana,4.941176471,0.078947368,6,3-598,toucan,1,1558,French contact,Insertion,,,,,,,
canoe,1,1555,1555,445,445,canoe,k@nu,4,6.63,3.5,4.86,Noun,4,Spanish,canoa,8.051282051,0.226773649,5,10-831,canoe,1,1555,Spanish contact,Insertion,10-831,10-831,1,canoe,,,
hammock,1,1555,1555,445,445,hammock,h{m@k,5,7.11,3.13,4.89,Noun,6,Spanish,hamaca,8.051282051,0.167980481,6,7-660,hammock,1,1555,Spanish contact,Insertion,,,,,,,
potato,1,1555,1555,445,445,potato,p@t1t5,6,4.84,4.44,4.85,Noun,2,Spanish,patata,8.051282051,0.167980481,6,5-700,potato,1,1555,Spanish contact,Insertion,5-700,5-700,1,potato,,,
savanna,1,1555,1555,445,445,savanna,s@v{n@,6,12,2.58,4.32,Noun,13,Spanish,sabana,8.051282051,0.167980481,6,1-411,savanna,1,1555,Spanish contact,Insertion,,,,,,,
cassava,1,1555,1555,445,445,cassava,k@s#v@,6,17.44,2.04,#N/A,Noun,14,French,cassave,3.5,0.009610091,7,8-920,cassava,1,1555,French contact,Insertion,8-920,8-920,1,tapioca,,,
manioc,1,1554,1554,446,446,manioc,m{nIQk,6,#N/A,2.09,#N/A,Noun,14,French,manioc,3.5,0.028830274,6,8-920,manioc,1,1554,French contact,Insertion,8-920,8-920,1,tapioca,,,
footprint,1,1552,1552,448,448,footprint,fUtprInt,8,5.78,3.62,4.37,Noun,4,Middle French,prente,3.5,0.028831575,6,4-374,footprint,1,1552,French contact,No information,4-374,4-374,1,footprint,fot-step,foÌ„tspor,7
extinguish,1,1551,1551,449,449,extinguish,IkstINgwIS,10,8.95,2.76,3.47,Verb,8,Latin,extinguere,4.833333333,0.000751411,10,1-861,extinguish,1,1551,Latin contact,Coexistence,1-861,1-861,1,extinguish,extincten,acwencan,8
vulva,1,1548,1577,452,423,vulva,vVlv@,5,13.11,1.9,4.5,Noun,12,Latin,vulva,4.833333333,0.322843879,5,4-494,vulva,1,1548-1577,Latin contact,Coexistence,,,,,,,
invite,1,1548,1548,452,452,invite,Inv2t,5,6.79,4.16,3,Verb,2,French,inviter,3.5,0.009610091,7,19-565,invite,1,1548,French contact,Replacement,,,,,,,
plate,1,1545,1545,455,455,plate,pl1t,4,3.84,4.73,4.77,Noun,2,French (Anglo-Norman),plat,3.5,0.269082562,4,5-320,plate,1,1545,French contact,Replacement,5-320,5-320,1,plate,dish,disc,4
machine,1,1545,1545,455,455,machine,m@Sin,5,6.53,4.83,4.25,Noun,2,French,machine,3.5,0.009610091,7,23-190,machine,1,1545,French contact,Insertion,,,,,,,
maize,1,1543,1543,457,457,maize,m1z,3,9.59,3.11,4.58,Noun,12,Spanish,maiz,8.051282051,0.344359985,4,8-470,maize,1,1543,Spanish contact,Insertion,8-470,8-470,1,maize,,corn,4
alcohol,1,1543,1543,457,457,alcohol,{lk@hQl,7,9,4.52,4.76,Noun,4,French,alcool,3.5,0.028830274,6,5-940,alcohol,1,1543,French contact,Insertion,5-940,5-940,1,fermented drink,med-e,beÌ„or,4
gull,1,1542,1542,458,458,gull,gVl,3,8.65,3.11,4.08,Noun,6,Welsh,gwylan,4.357142857,0.078431373,6,3-582,gull,1,1542,Welsh contact,No information,3-582,3-582,1,gull,gulle,mÃ_Ì„w,3
stupid,1,1541,1541,459,459,stupid,stjupId,7,4.4,4.78,1.75,Adjective,4,Latin,stupidus,4.833333333,0.030654068,8,17-220,stupid,1,1541,Latin contact,Coexistence,17-220,17-220,1,foolish,fol,ungerÃ_Ì„d,7
pus,1,1541,1541,459,459,pus,pVs,3,7.78,3.13,4.52,Noun,6,Latin,pÅ«s,4.833333333,0.092241108,3,4-857,pus,1,1541,Latin contact,Replacement,4-857,4-857,1,pus,pus,gund,4
toilet,1,1540,1540,460,460,toilet,t4lIt,5,3.54,4.54,4.97,Noun,2,French,toilette,3.5,0.009610091,8,23-520,toilet,1,1540,French contact,Insertion,,,,,,,
police,1,1540,1540,460,460,police,p@lis,5,5.05,5.5,4.79,Noun,2,French,police,3.5,0.028830274,6,23-330,police,1,1540,French contact,Coexistence,,,,,,,
brackish,1,1538,1538,462,462,brackish,br{kIS,6,15.23,2.19,#N/A,Adjective,13,Middle Low German,brak,3.553571429,0.195898003,4,15-390,brackish,1,1538,Dutch or Middle Low German contact,Coexistence,15-390,15-390,1,brackish,salt,,
headband,1,1535,1535,465,465,headband,hEdb{nd,7,6.33,3.03,5,Noun,2,French,bande,3.5,0.13454128,5,6-780,headband,1,1535,French contact,Insertion,6-780,6-780,1,headband,coroune,heÌ„afodclaÎ¸,10
imitate,1,1534,1534,466,466,imitate,ImIt1t,6,9.2,3.07,2.66,Verb,6,Latin,imitÄÅrÄ«,4.833333333,0.046120554,7,17-172,imitate,1,1534,Latin contact,No information,17-172,17-172,1,imitate,imitacioun,hyrian,6
battery,1,1531,1531,469,469,battery,b{t@rI,6,5.58,3.87,4.67,Noun,4,French (Anglo-Norman),batre,3.5,0.134541281,5,23-175,battery,1,1531,French contact,Insertion,,,,,,,
dirty,1,1530,1530,470,470,dirty,d3tI,4,4.55,4.57,4.23,Adjective,2,Old Norse,drit,4.209302326,0.40382879,4,15-880,dirty,1,1530,Old Norse contact,Coexistence,15-880,15-880,1,dirty,unclene,fuÌ„l,3
whirlpool,1,1530,1530,470,470,whirlpool,w3lpul,6,8.95,2.91,4.64,Noun,2,Old Norse,hvirfla,4.209302326,0.019229942,7,1-362,whirlpool,1,1530,Old Norse contact,No information,1-362,1-362,1,whirlpool,gurges,swelgend(ness),12
relative,1,1530,1530,470,470,relative,rEl@tIv,7,6.47,4.07,2.97,Noun,4,Latin,relatif,4.833333333,0.046120554,7,2-810,relative,1,1530,French contact,Insertion,2-810,2-810,1,relatives,kin,maÌ„gas,5
chest,1,1530,1530,470,470,chest,JEst,4,5.05,4.48,4.93,Noun,2,Latin,cista,4.833333333,0.322843879,5,4-400,chest,1,1530,Latin contact,No information,4-400,4-400,1,chest,brest,(foran)breÌ„ost,11
disappear,1,1530,1530,470,470,disappear,dIs@p7R,7,5.37,4.21,2.86,Verb,2,French,dÃ©sapparaÃ®tre,3.5,2.96E-09,13,10-491,disappear,1,1530,French contact,Insertion,10-491,10-491,1,disappear,disaperen,aÌ„cwincan,8
beautiful,1,1526,1526,474,474,beautiful,bjut@fUl,8,5.72,5.42,2.16,Adjective,2,French (Anglo-Norman),biaute,3.5,0.028830274,6,16-810,beautiful,1,1526,French contact,Coexistence,16-810,16-810,1,beautiful,fair,wlitig,6
sorcerer,1,1526,1526,474,474,sorcerer,s$s@r@R,7,11.37,3.01,4.47,Noun,12,Middle French,sorcier,3.5,0.009610525,7,22-430,sorcerer,1,1526,French contact,Coexistence,22-430,22-430,1,sorcerer,wicch-e,unlybwyrhta,11
wagon,1,1523,1523,477,477,wagon,w{g@n,5,5.22,3.73,4.89,Noun,2,Dutch,wagen,3.636363636,0.158503748,5,10-750,wagon,1,1523,Dutch contact,Coexistence,10-750,10-750,1,carriage,carre,wÃ_gn,4
match,1,1519,1519,481,481,match,m{J,3,5.72,5.12,4.14,Noun,2,French,mÃ¨che,3.5,0.13454128,5,1-870,match,1,1519,French contact,No information,1-870,1-870,1,match,,,
explain,1,1513,1513,487,487,explain,Ikspl1n,7,6.5,4.83,1.97,Verb,2,Latin,explÄÅnÄÅre,4.833333333,0.023060277,9,17-380,explain,1,1513,Latin contact,Replacement,17-380,17-380,1,explain,recchen,traht(n)ian,9
suspect,1,1500,1500,500,500,suspect,s@spEkt,7,8.58,4.56,2.59,Noun,2,Latin,suspicere,4.833333333,0.023060277,9,17-440,suspect,1,1500,Latin contact,Replacement,17-440,17-440,1,suspect,suspecioun,rÃ_Ì„sw(i)an,7
trunk,1,1490,1490,510,510,trunk,trVNk,5,8.3,3.93,4.71,Noun,2,French,tronc,3.5,0.13454128,5,8-730,trunk,1,1490,French contact,Insertion,8-730,8-730,1,trunk,trunk,stefn,5
brave,1,1485,1485,515,515,brave,br1v,4,6,4.64,2.26,Adjective,2,French,brave,3.5,0.13454128,5,16-520,brave,1,1485,French contact,Coexistence,16-520,16-520,1,brave,bold,moÌ„dig,5
announce,1,1483,1483,517,517,announce,@n6ns,5,9.48,4.09,3.31,Verb,4,French (Anglo-Norman),anoncer,3.5,0.009610091,7,18-430,announce,1,1483,French contact,No information,18-430,18-430,1,announce,kithen,cyÌ„Î¸an,5
luck,1,1481,1481,519,519,luck,lVk,3,6.53,5.25,1.33,Noun,2,Dutch,(ge)luk,3.636363636,0.003531474,7,16-180,luck,1,1481,Dutch contact,Coexistence,16-180,16-180,1,fortune,fortune,gelimp,6
obscure,1,1475,1475,525,525,obscure,@bskj9R,7,11.87,4.19,2,Adjective,12,Old French,oscur,4.117647059,0.104364562,5,17-350,obscure,1,1475,French contact,Coexistence,17-350,17-350,1,obscure,derk,dimm,4
surrender,1,1466,1466,534,534,surrender,s@rEnd@R,8,7.61,3.76,2.63,Verb,4,French,surrendre,3.5,0.00050538,9,20-460,surrender,1,1466,French contact,Coexistence,20-460,20-460,1,surrender,yelden,aÌ„gifan,6
fork,1,1463,1463,537,537,fork,f$k,3,3.63,3.97,4.9,Noun,2,Latin,furca,4.833333333,0.322843879,5,5-390,fork,1,1463,Latin contact,Insertion,5-390,5-390,1,fork,forke,,
remains,1,1456,1456,544,544,remains,rIm1nz,6,7.87,4.66,3.46,Verb,6,French (Anglo-Norman),remanoir,3.5,0.009610091,8,12-170,remains,1,1456,French contact,Coexistence,12-170,12-170,1,remains,leving-e,laÌ„f,3
parent,1,1450,1450,550,550,parent,p8r@nt,6,4.22,4.21,4.56,Noun,2,French,parent,3.5,0.028830274,6,2-370,parent,1,1450,French contact,Coexistence,2-370,2-370,1,parents,eldre,ealdras,7
orphan,1,1450,1450,550,550,orphan,$fH,3,6.94,3.33,4.04,Noun,4,Latin,orphanus,4.833333333,0.030654068,8,2-750,orphan,1,1450,Latin contact,Replacement,2-750,2-750,1,orphan,orphan,steÌ„opcild,9
motor,1,1447,1447,553,553,motor,m5t@R,5,7.42,4.25,4.84,Noun,2,Latin,motor,4.833333333,0.322843879,5,23-185,motor,1,1447,French contact,Insertion,,,,,,,
pile,1,1440,1440,560,560,pile,p2l,3,5.79,4.23,4.56,Noun,2,French,pile,3.5,0.269082561,4,12-213,pile,1,1440,French contact,Coexistence,12-213,12-213,1,pile,pilen,heÌ„apian,7
brick,1,1440,1440,560,560,brick,brIk,4,6.43,4.18,4.83,Noun,2,French,brique,3.5,0.028830274,6,7-620,brick,1,1440,Middle Low German contact,Insertion,7-620,7-620,1,brick,brike,brica,5
mushroom,1,1440,1440,560,560,mushroom,mVSrUm,6,6.44,3.87,4.83,Noun,2,French (Anglo-Norman),muserun,3.5,0.009610091,7,8-980,mushroom,1,1440,French contact,Insertion,8-980,8-980,1,mushroom,musheron,swamm,5
stay,1,1440,1440,560,560,stay,st1,3,4.22,5.39,2.15,Verb,2,French (Anglo-Norman),estaier,3.5,0.009610091,7,12-160,stay,1,1440,French contact,Insertion,12-160,12-160,1,remain,abiden,beliÌ„fan,7
mix,1,1440,1440,560,560,mix,mIks,4,5.11,4.7,3.82,Verb,2,French,mixte,3.5,0.13454128,5,5-490,mix,1,1440,French contact,Replacement,5-490,5-490,1,stir,stiren,mengan,6
bracelet,1,1438,1438,562,562,bracelet,br1slIt,7,5.68,3.79,4.96,Noun,2,French (Anglo-Norman),bracelet,3.5,0.009610091,8,6-740,bracelet,1,1438,French contact,Coexistence,6-740,6-740,1,bracelet,bei,(earm)beÌ„ag,8
